ParticipantID,Image,Image_Title,Prompt,Response,Pronoun,SubjAge,SubjEnglish,SubjGender,List
N_029,gs08.png,A genderqueer person sitting on a therapist's couch listening,This person got out of the pool. After drying off...,they worked on their tan,they/them,21,Native (learned from birth),woman,3
N_029,gs09.png,Two non-binary friends playing video games (left),This person received a text. After reading it...,they promptly responded,they/them,21,Native (learned from birth),woman,3
N_029,gs10.png,A non-binary femme student talking to a friend in front of their locker (right),This person ordered pizza. Before it arrived...,they tidied the house,they/them,21,Native (learned from birth),woman,3
N_029,gs11.png,A transmasculine doctor in front of his computer,This person collected the trash. After taking it out...,they checked their emails and messages,they/them,21,Native (learned from birth),woman,3
N_029,gs12.png,Two non-binary students looking at each other in a school hallway photoshopped (left),This person went on a run at the local park. Before finishing...,the essay they were writing,they/them,21,Native (learned from birth),woman,3
N_030,gs01.png,A group of friends of varying genders gossiping (second from left),This person painted the room. While the walls dried...,they had a sandwich.,they/them,44,Native (learned from birth),man,3
N_030,gs02.png,A group of friends of varying genders playing with popcorn at a party (left),This person played with the cat. After watching it chase the laser pointer...,she gave it a treat.,she/her,44,Native (learned from birth),man,3
N_030,gs03.png,A transfeminine non-binary person and transmasculine gender-nonconforming person looking at a phone and laughing (left),This person woke up early to walk the dog. After making coffee...,they took the dog outside.,they/them,44,Native (learned from birth),man,3
N_030,gs04.png,A transgender woman sitting on a therapist's couch and smiling,This person got home from work and cooked dinner. After washing the dishes...,they watched the television.,they/them,44,Native (learned from birth),man,3
N_030,gs05.png,A transgender woman sitting with an altar,This person chose a playlist for the drive. After turning up the volume...,they danced and danced.,they/them,44,Native (learned from birth),man,3
N_030,gs06.png,A transmasculine gender-nonconforming person sitting on a bed,This person went to see a show. During the intermission...,they went to get a drink.,they/them,44,Native (learned from birth),man,3
N_030,gs07.png,A transmasculine person in a winter coat on the sidewalk,This person made a mug of tea. Before it cooled...,they sipped it carefully.,they/them,44,Native (learned from birth),man,3
N_030,gs08.png,A genderqueer person sitting on a therapist's couch listening,This person got out of the pool. After drying off...,they laid in a chair.,they/them,44,Native (learned from birth),man,3
N_030,gs09.png,Two non-binary friends playing video games (left),This person received a text. After reading it...,they responded to the text.,they/them,44,Native (learned from birth),man,3
N_030,gs10.png,A non-binary femme student talking to a friend in front of their locker (right),This person ordered pizza. Before it arrived...,they got plates ready.,they/them,44,Native (learned from birth),man,3
N_030,gs11.png,A transmasculine doctor in front of his computer,This person collected the trash. After taking it out...,they washed their hands.,they/them,44,Native (learned from birth),man,3
N_030,gs12.png,Two non-binary students looking at each other in a school hallway photoshopped (left),This person went on a run at the local park. Before finishing...,they stretched out on the grass.,they/them,44,Native (learned from birth),man,3
